#<#tasks> <#config> <#data> <#vms> <#buckets> <#bucket_ranges> <max_running_time> <max_financial_cost>
14	3	16	3	1	3	1865.0000	0.3761261859

#<task_id> <activity_id> <task_type__0-VM__1-VM_FX> <vm_cpu_time> <n_input> [<id_input>...] <n_output> [<id_output>...]
100	51	1	4.0000	1	[900]	2	[901,902]
101	51	1	2.0000	1	[901]	1	[903]
102	52	1	7.0000	1	[902]	1	[904]
103	52	1	10.0000	1	[904]	1	[905]
104	53	1	2.0000	1	[905]	1	[906]
105	53	1	2.0000	1	[906]	1	[907]
106	54	1	10.0000	1	[907]	1	[908]
107	54	1	7.0000	1	[908]	1	[909]
108	55	1	9.0000	1	[909]	1	[910]
109	55	1	2.0000	1	[910]	1	[911]
110	56	1	3.0000	1	[911]	1	[912]
111	56	1	2.0000	1	[912]	1	[913]
112	57	1	7.0000	1	[913]	1	[914]
113	57	1	5.0000	2	[903,914]	1	[915]

#<data_id> <data_size_bytes> <read_time_avg> <write_time_avg> <is_static> <n_source_devices> [<device_id>...]
900	 1850	3.0000	None	1	1	[denethor_bucket]
901	 1124	2.0000	2.0000	0	0	[denethor_bucket]
902	 1091	1.0000	2.0000	0	0	[denethor_bucket]
903	 1238	1.0000	1.0000	0	0	[denethor_bucket]
904	  555	1.0000	3.0000	0	0	[denethor_bucket]
905	 1239	5.0000	3.0000	0	0	[denethor_bucket]
906	  765	4.0000	2.0000	0	0	[denethor_bucket]
907	 1182	2.0000	3.0000	0	0	[denethor_bucket]
908	  112	3.0000	1.0000	0	0	[denethor_bucket]
909	 1758	3.0000	2.0000	0	0	[denethor_bucket]
910	  448	3.0000	2.0000	0	0	[denethor_bucket]
911	  103	3.0000	1.0000	0	0	[denethor_bucket]
912	  478	1.0000	2.0000	0	0	[denethor_bucket]
913	  914	2.0000	3.0000	0	0	[denethor_bucket]
914	 1537	4.0000	1.0000	0	0	[denethor_bucket]
915	  422	3.0000	1.0000	0	0	[denethor_bucket]

#<vm_id> <cpu_slowdown> <cost_per_second> <storage_bytes> <bandwidth_mbps>
1	1.00000	0.0000051670	8589934592	1250
4	0.12500	0.0001653330	8589934592	5000
2	0.50000	0.0000206670	8589934592	1250

#<task_id> <activity_id> <conf_id> <task_cost> <task_time_duration> <task_time_init> <task_time_cpu> <task_time_read> <task_time_write> <task_count>
100	51	1	0.0002000000	47.0000	0.0000	40.0000	3.0000	4.0000	5
100	51	2	0.0002745550	33.0000	0.0000	26.0000	3.0000	4.0000	3
100	51	3	0.0003181302	26.0000	0.0000	19.0000	3.0000	4.0000	2
101	51	1	0.0003050000	64.0000	0.0000	61.0000	2.0000	1.0000	7
101	51	2	0.0004288488	41.0000	0.0000	38.0000	2.0000	1.0000	8
101	51	3	0.0004638891	32.0000	0.0000	29.0000	2.0000	1.0000	9
102	52	1	0.0014750000	299.0000	0.0000	295.0000	1.0000	3.0000	1
102	52	2	0.0021984319	196.0000	0.0000	192.0000	1.0000	3.0000	6
102	52	3	0.0028495237	165.0000	0.0000	161.0000	1.0000	3.0000	3
103	52	1	0.0007050000	145.0000	0.0000	141.0000	1.0000	3.0000	2
103	52	2	0.0011559897	99.0000	0.0000	95.0000	1.0000	3.0000	8
103	52	3	0.0011243490	63.0000	0.0000	59.0000	1.0000	3.0000	2
104	53	1	0.0000300000	13.0000	0.0000	6.0000	5.0000	2.0000	5
104	53	2	0.0000406033	11.0000	0.0000	4.0000	5.0000	2.0000	6
104	53	3	0.0000492362	10.0000	0.0000	3.0000	5.0000	2.0000	8
105	53	1	0.0001100000	29.0000	0.0000	22.0000	4.0000	3.0000	4
105	53	2	0.0001404129	21.0000	0.0000	14.0000	4.0000	3.0000	4
105	53	3	0.0001316488	16.0000	0.0000	9.0000	4.0000	3.0000	7
106	54	1	0.0007650000	156.0000	0.0000	153.0000	2.0000	1.0000	8
106	54	2	0.0009353575	90.0000	0.0000	87.0000	2.0000	1.0000	5
106	54	3	0.0010033610	69.0000	0.0000	66.0000	2.0000	1.0000	5
107	54	1	0.0016400000	333.0000	0.0000	328.0000	3.0000	2.0000	10
107	54	2	0.0019122991	192.0000	0.0000	187.0000	3.0000	2.0000	3
107	54	3	0.0021999944	137.0000	0.0000	132.0000	3.0000	2.0000	10
108	55	1	0.0010500000	215.0000	0.0000	210.0000	3.0000	2.0000	9
108	55	2	0.0013451530	138.0000	0.0000	133.0000	3.0000	2.0000	1
108	55	3	0.0017129915	102.0000	0.0000	97.0000	3.0000	2.0000	9
109	55	1	0.0000400000	12.0000	0.0000	8.0000	3.0000	1.0000	2
109	55	2	0.0000596542	9.0000	0.0000	5.0000	3.0000	1.0000	6
109	55	3	0.0000495928	7.0000	0.0000	3.0000	3.0000	1.0000	1
110	56	1	0.0007000000	145.0000	0.0000	140.0000	3.0000	2.0000	9
110	56	2	0.0010129019	91.0000	0.0000	86.0000	3.0000	2.0000	8
110	56	3	0.0010223263	68.0000	0.0000	63.0000	3.0000	2.0000	5
111	56	1	0.0001900000	42.0000	0.0000	38.0000	1.0000	3.0000	10
111	56	2	0.0002111160	26.0000	0.0000	22.0000	1.0000	3.0000	10
111	56	3	0.0002681235	23.0000	0.0000	19.0000	1.0000	3.0000	5
112	57	1	0.0014950000	302.0000	0.0000	299.0000	2.0000	1.0000	3
112	57	2	0.0019107139	204.0000	0.0000	201.0000	2.0000	1.0000	9
112	57	3	0.0022155593	139.0000	0.0000	136.0000	2.0000	1.0000	8
113	57	1	0.0003000000	66.0000	0.0000	60.0000	5.0000	1.0000	6
113	57	2	0.0005244334	48.0000	0.0000	42.0000	5.0000	1.0000	4
113	57	3	0.0005106455	32.0000	0.0000	26.0000	5.0000	1.0000	5

#<bucket_range_id> <size1_bytes> <size2_bytes> <cost_per_byte>
1	0	54975581388800	0.0000000000377185642719268799
2	54975581388800	494780232499200	0.0000000000363215804100036621
3	494780232499200	107374182399998926258176	0.0000000000344589352607727051

